LAT;LONG;ISO_NAME;ISO_2;Y_2000_09;Y_2001_11;Y_2004_01;Y_2004_05;Y_2005_09;Y_2005_11;Y_2008_05;Y_2008_06;Y_2008_07;Y_2008_08;Y_2008_09;Y_2008_10;Y_2008_11;Y_2008_12;Y_2009_01;Y_2009_02;Y_2009_03;Y_2009_04;Y_2009_05;Y_2009_06;Y_2009_07;Y_2009_08;Y_2009_09;Y_2009_10;Y_2009_11;Y_2009_12;Y_2010_01;Y_2010_02;Y_2010_03;Y_2010_04;Y_2010_05;Y_2010_06;Y_2010_07;Y_2010_08;Y_2010_09;Y_2010_10;Y_2010_11;Y_2010_12;Y_2011_01;Y_2011_02;Y_2011_03;Y_2011_04;Y_2011_05;Y_2011_06;Y_2011_07;Y_2011_08;Y_2011_09;Y_2011_10;Y_2011_11;Y_2011_12;Y_2012_01;Y_2012_02;Y_2012_03;Y_2012_04;Y_2012_05;Y_2012_06;Y_2012_07;Y_2012_08;Y_2012_09;Y_2012_10;Y_2012_11;Y_2012_12;Y_2013_01;Y_2013_02;Y_2013_03;Y_2013_04;Y_2013_05;Y_2013_06;LAT2010;LONG2010
-20.00;47.00; Madagascar;MG;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2;2;0;2;1;5;4;6;16;30;48;49;40;47;82;54;78;84;79;98;95;119;105;91;68;88;91;107;98;115;89;91;100;97;114;93;94;99;103;92;87;104;113;-22.35;35.64
9.00;168.00; Marshall Islands;MH;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;6;5;2;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;7.12;171.41
41.83;22.00; Macedonia;MK;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;188;48;25;34;26;23;32;34;38;31;42;40;69;69;32;33;37;49;62;145;139;128;96;134;212;270;171;128;162;162;167;155;146;115;114;110;154;145;137;131;114;108;134;133;129;129;41.75;13.84
17.00;-4.00; Mali;ML;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;3;0;2;3;0;2;5;3;2;5;6;13;6;4;8;10;15;35;22;19;20;26;26;43;27;18;28;36;37;38;42;39;35;34;35;31;30;37;41;33;37;35;36;35;19.74;-12.41
22.00;98.00; Myanmar;MM;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;1;0;2;2;121;112;124;119;113;96;121;48;104;89;107;119;168;277;100;46;53;60;59;145;148;429;636;685;498;398;335;248;246;229;199;151;166;160;161;163;168;178;152;148;141;122;129;111;118;128;16.74;93.48
46.00;105.00; Mongolia;MN;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;14;13;10;11;13;17;21;20;20;22;30;29;23;19;17;25;23;39;48;46;40;41;37;56;55;42;51;57;50;61;74;77;41;57;58;60;59;48;48;47;64;78;61;61;70.16;130.86
22.17;113.55; Macao;MO;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;140;37;40;76;79;50;60;56;65;51;50;48;46;42;28;38;31;30;39;49;57;58;49;52;59;48;52;42;53;51;45;47;40;41;40;39;38;39;43;40;41;35;53;55;54;56;13.77;120.71
15.20;145.75; Northern Mariana Islands;MP;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;4;1;2;1;0;1;1;1;1;2;2;1;1;1;2;3;2;3;5;16;4;2;5;6;5;6;6;5;3;4;9;12;9;9;7;8;9;7;3;1;12.86;152.71
14.60;-61.08; Martinique;MQ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;537;169;21;9;6;8;6;8;6;6;6;5;8;6;5;4;4;3;6;5;0;1;1;10;25;141;129;31;71;47;39;32;58;91;105;87;82;80;84;73;74;80;99;98;92;94;88;12.68;-62.58
20.00;-12.00; Mauritania;MR;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;2;5;6;12;7;8;13;12;19;9;9;10;13;14;16;64;21;11;20;14;15;17;12;20;22;23;28;32;32;30;24;30;33;29;32;35;20.30;-15.65
16.75;-62.20; Montserrat;MS;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15.65;-63.51
35.83;14.58; Malta;MT;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;186;28;20;25;25;30;33;30;46;47;44;43;46;47;35;32;31;40;39;68;66;61;52;52;191;144;61;46;58;60;62;64;67;66;63;76;77;85;92;96;98;99;117;106;113;110;29.33;3.13
-20.28;57.55; Mauritius;MU;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;17;12;10;18;27;42;27;25;26;32;31;53;49;49;49;58;216;143;44;51;45;47;44;49;40;49;47;48;53;61;64;64;57;60;71;73;74;75;-24.38;48.30
3.25;73.00; Maldives;MV;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;116;15;10;12;11;13;12;13;10;10;13;16;21;19;13;13;13;20;22;34;45;39;36;29;38;37;42;31;44;48;54;48;38;38;40;45;48;48;42;55;54;50;62;58;69;79;-8.24;61.03
-13.50;34.00; Malawi;MW;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;3;2;3;3;4;3;6;7;4;6;4;4;4;7;10;12;14;8;15;21;14;15;13;13;18;23;22;22;18;16;15;14;18;21;18;12;12;9;12;18;19;18;-15.40;21.38
23.00;-102.00; Mexico;MX;0;0;0;0;4;0;0;2;0;2;2;2;1;1;1;2;1;1;4;1;3;37;148;968;1081;1099;1009;999;1217;1153;1294;1121;1100;1186;1259;1508;1127;1067;1237;1514;1421;2204;2534;2256;2486;3110;4777;4202;3433;2454;3059;2842;2843;2758;2962;3000;3131;3507;3695;4102;3772;3379;3296;3314;3565;3717;3910;3889;26.49;-100.85
2.50;112.50; Malaysia;MY;0;0;0;0;0;0;0;0;0;1;1;5;6;7;6;5;7;6;7;4;4;41;150;1040;929;737;786;740;887;784;852;699;795;893;823;1139;923;782;863;1071;1136;1771;1790;1773;1842;1776;2048;2147;1753;1506;1592;1438;1376;1366;1384;1342;1306;1194;1247;1386;1337;1317;1207;1160;1337;1307;1389;1366;-6.55;116.05
-18.25;35.00; Mozambique;MZ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;5;6;3;3;1;1;2;2;4;6;10;10;8;5;8;10;12;28;24;15;17;15;28;34;22;20;27;23;21;23;21;26;24;25;25;28;31;36;41;36;47;53;50;52;-19.19;22.23
-22.00;17.00; Namibia;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;5;0;0;0;2;1;3;5;6;14;20;27;15;16;15;20;25;38;44;43;33;29;107;109;30;23;34;32;27;36;35;29;45;30;51;64;40;28;31;44;59;62;57;59;-19.96;11.80
-21.50;165.50; New Caledonia;NC;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22;22;24;16;10;11;11;13;13;14;20;22;28;19;19;26;27;29;52;50;50;50;81;232;190;119;119;127;121;121;114;125;130;127;137;133;139;128;93;67;71;83;88;88;88;-25.45;167.69
16.00;8.00; Niger;NE;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3;3;2;0;0;2;1;2;5;4;5;4;4;6;5;4;14;6;7;9;10;15;19;10;3;7;5;7;4;7;12;17;12;13;15;18;18;20;18;22;20;14;14;19.76;-0.49
-29.03;167.95; Norfolk Island;NF;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;212;34;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;-32.45;169.34
10.00;8.00; Nigeria;NG;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;175;15;12;12;12;21;20;391;8675;3427;728;1067;1356;1342;863;621;701;754;814;1189;1094;1006;1048;976;915;1105;848;621;656;660;712;720;741;563;485;479;515;568;544;478;498;504;540;503;583;605;12.52;1.08
13.00;-85.00; Nicaragua;NI;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;138;15;14;13;12;20;25;22;31;20;19;30;27;37;22;19;25;34;32;50;50;63;66;57;73;56;59;46;68;64;60;58;62;71;66;63;69;87;70;63;68;64;67;75;79;86;13.32;-82.49
52.50;5.75; Netherlands;NL;0;0;0;0;0;0;0;3;0;0;2;2;1;2;1;1;1;2;1;2;6;138;628;2377;2335;2317;2085;1999;2250;2051;2380;2089;1894;1973;2291;2623;2090;1960;2241;2953;2680;3825;3954;3712;3803;4132;6597;5792;4100;3435;5312;6262;5916;5850;5921;6475;7682;9360;10183;11962;12981;13318;12868;12569;12940;12056;12394;11967;61.74;-4.11
62.00;10.00; Norway;NO;0;0;0;0;0;0;0;0;0;0;3;1;1;0;0;1;1;1;0;1;2;42;145;591;624;747;756;745;830;763;911;737;640;715;798;900;704;639;769;1052;1190;1916;2003;1667;1545;1572;1772;1728;1520;1300;1666;1363;1425;1356;1283;1143;1119;1274;1441;1619;1564;1472;1445;1414;1575;1541;1595;1973;68.71;4.84
28.00;84.00; Nepal;NP;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;11;11;16;15;12;15;17;10;14;23;21;31;44;36;34;27;38;47;78;88;95;89;87;99;81;98;77;98;81;78;78;72;77;81;81;89;79;78;85;80;75;91;85;97;101;59.11;101.33
-0.53;166.92; Nauru;NR;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-3.29;169.87
-19.03;-169.87; Niue;NU;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;2;0;0;0;2;3;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;-17.78;-167.05
-41.00;174.00; New Zealand;NZ;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;1;2;2;1;2;4;74;105;326;323;368;382;411;414;365;467;405;388;400;467;528;406;343;390;443;419;695;814;816;817;1007;1308;1276;1040;833;955;817;806;783;738;716;712;717;819;908;893;805;762;803;903;872;859;882;-42.80;174.31
21.00;57.00; Oman;OM;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;12;3;2;3;4;0;1;5;13;12;21;41;44;21;22;26;22;29;44;49;48;45;43;47;58;65;80;98;100;101;90;99;109;114;134;133;142;128;120;131;176;186;164;171;185;20.24;32.19
9.00;-80.00; Panama;PA;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;1;537;174;98;70;77;70;64;70;79;97;69;67;87;89;127;76;62;68;79;71;105;101;105;121;231;377;433;177;187;273;197;191;166;182;171;189;209;229;234;232;191;165;169;194;193;193;197;8.10;-77.00
-10.00;-76.00; Peru;PE;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;2;0;0;2;39;71;130;133;145;136;141;146;151;185;161;151;147;151;187;129;121;134;167;151;245;256;276;349;568;898;721;463;389;416;362;366;353;369;397;473;509;588;676;656;615;598;607;671;669;788;736;-7.42;-68.36
-15.00;-140.00; French Polynesia;PF;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;33;20;13;14;11;12;12;11;8;11;11;13;22;28;17;11;15;20;22;36;45;40;47;80;227;211;69;52;56;72;65;70;71;62;58;63;68;83;71;80;80;79;90;88;91;87;-13.49;-137.04
-6.00;147.00; Papua New Guinea;PG;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;5;3;4;3;6;5;6;4;3;5;4;5;6;4;3;4;5;13;17;15;22;12;8;8;3;1;2;2;2;1;4;9;5;10;11;11;5;6;6;10;11;15;19;17;-12.72;151.16
13.00;122.00; Philippines;PH;0;0;0;0;0;0;0;0;0;1;1;2;1;1;1;1;1;1;1;1;6;49;151;551;675;840;759;887;1087;1326;1212;1035;1625;4181;2671;5978;5927;3118;2797;4106;4251;7370;7858;7058;7578;3901;2815;3600;3942;4025;4704;5568;4999;4609;2099;1329;1407;1383;1451;1745;1562;1430;1473;1448;1794;1777;1685;1689;7.47;131.03
30.00;70.00; Pakistan;PK;0;4;0;0;0;0;0;0;0;1;1;0;1;2;1;1;1;1;1;1;2;0;149;297;261;285;221;265;249;287;686;684;527;447;400;651;428;518;458;600;522;894;1006;673;731;656;859;911;763;702;883;880;815;892;959;703;689;708;1158;1753;1758;1707;1443;1562;1553;1484;2721;3659;44.05;53.31
52.00;20.00; Poland;PL;0;0;4;0;0;0;0;1;1;1;1;1;3;3;4;6;3;2;2;4;13;340;513;2626;3223;4318;4178;3921;4418;3684;4254;3497;3116;3183;3684;4069;3077;2847;3188;3716;3452;5098;5102;4899;5265;6503;15078;12455;7879;6624;8638;8125;7563;7411;6988;7127;6651;6479;7029;7878;7593;7438;7151;7048;8144;7901;7994;8117;61.09;19.97
46.83;-56.33; Saint Pierre and Miquelon;PM;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;0;4;5;5;7;5;4;5;4;3;5;8;8;16;6;5;12;7;14;10;5;12;19;22;19;17;18;16;12;7;11;10;12;13;12;9;15;13;12;14;51.54;-70.12
18.25;-66.50; Puerto Rico;PR;0;0;0;0;0;0;0;0;0;0;1;0;0;0;3;1;0;0;0;0;0;7;77;97;85;110;94;79;93;87;113;113;103;102;107;125;87;88;92;111;92;148;147;129;136;140;165;182;162;135;170;157;136;135;134;117;122;129;137;154;150;151;141;138;175;158;176;178;18.47;-66.92
32.00;35.25; Occupied Palestinian Territory;PS;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;115;63;63;74;78;117;103;136;137;199;152;182;152;119;95;85;112;93;102;138;164;151;144;171;224;198;170;139;172;194;141;154;152;150;141;136;191;199;197;218;192;191;205;268;321;352;31.97;22.86
39.50;-8.00; Portugal;PT;0;0;0;0;0;0;0;0;0;2;1;0;1;1;1;0;0;0;0;4;8;57;104;318;360;412;418;469;491;449;482;403;355;345;408;450;361;309;370;458;428;667;670;628;878;1948;7434;5031;1701;1428;1831;1796;1835;1840;2004;2035;2118;2092;2448;2854;2780;2918;2873;2714;3034;2896;2955;2883;36.47;-18.54
7.50;134.50; Palau;PW;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;2;1;1;1;1;1;2.51;142.03
-23.00;-58.00; Paraguay;PY;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;196;37;43;55;56;41;50;44;52;63;54;42;53;89;55;50;41;51;62;91;84;157;311;182;311;206;137;80;109;111;109;122;94;111;117;123;138;155;152;145;127;136;145;145;146;147;-16.95;-62.24
25.50;51.25; Qatar;QA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;7;3;74;93;209;198;217;245;184;160;133;171;153;144;171;183;216;173;153;188;235;231;347;392;293;310;408;462;445;426;360;452;388;348;382;351;344;342;355;434;436;449;442;424;408;414;378;388;411;26.06;29.78
-21.10;55.60; Reunion;RE;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;2;1;3;1;6;4;4;6;4;6;3;4;6;10;8;9;14;8;9;11;109;70;53;29;40;50;50;50;33;24;17;21;21;25;21;22;33;73;62;56;58;56;-24.76;46.03
46.00;25.00; Romania;RO;0;0;4;0;0;0;0;2;3;2;3;2;2;1;2;5;1;2;2;2;2;50;149;531;582;625;691;672;754;687;774;651;594;579;648;779;670;534;683;786;796;1220;1278;1337;1224;1153;1609;1494;1337;1006;1753;1506;1255;1304;1279;1185;1070;1108;1489;1441;1517;1459;1479;1413;1622;1507;1427;1508;50.75;20.85
44.00;21.00; Serbia;RS;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;537;268;74;62;82;78;80;104;99;179;165;146;159;227;251;184;170;194;237;233;373;387;364;377;488;697;606;433;361;440;420;446;428;423;404;359;371;436;515;485;478;455;445;516;503;483;525;45.43;14.21
60.00;100.00; Russian Federation;RU;0;0;0;0;0;0;0;1;1;4;6;6;6;9;6;15;8;10;3;8;20;343;1184;4819;5433;5963;4919;5141;6156;5568;6889;5915;5662;5685;6468;8198;6479;6503;6961;9256;8822;14143;14211;12827;13077;14058;15247;16484;19331;14098;16243;15838;14508;13375;12513;11154;11097;11920;12962;14826;15609;15731;14895;15156;17584;17877;17413;17437;64.97;51.01
-2.00;30.00; Rwanda;RW;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;2;2;2;3;5;5;4;4;6;6;12;19;15;15;15;15;12;12;19;21;13;20;18;16;20;15;22;29;37;27;29;26;29;36;38;33;36;-3.26;16.45
25.00;45.00; Saudi Arabia;SA;0;0;0;0;0;0;0;1;2;5;2;1;5;8;5;6;5;5;5;7;7;47;188;1181;1109;1299;1331;1523;2067;1919;2403;2599;2257;2864;3024;2821;2733;4050;5027;5930;7016;11092;11894;10548;10849;9119;11055;11976;12206;9648;11457;9458;9626;9851;10199;9989;9429;9520;11285;11490;10869;10331;9105;8208;8210;7748;7626;7497;24.46;26.34
-8.00;159.00; Solomon Islands;SB;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;3;6;5;5;3;5;4;4;3;3;5;2;1;1;0;0;0;1;0;1;1;2;3;0;1;2;2;3;3;4;2;3;3;2;2;3;2;6;8;8;7;6;7;-12.28;162.14
-4.58;55.67; Seychelles;SC;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;5;4;2;3;5;5;11;9;21;14;4;3;1;1;2;4;24;79;58;98;83;78;45;57;29;28;38;37;46;119;65;34;34;41;59;163;131;129;115;97;143;158;120;113;-9.90;42.51
15.00;30.00; Sudan;SD;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;5;5;2;0;0;7;48;45;45;64;71;94;82;73;110;144;163;213;238;210;233;223;337;430;366;365;361;383;357;341;316;331;373;268;290;338;290;303;325;359;339;305;285;277;14.36;14.30
62.00;15.00; Sweden;SE;0;0;0;0;0;0;0;0;0;1;1;1;2;1;1;1;0;3;2;2;1;341;799;2891;2852;3083;2845;2624;2836;2438;2867;2273;2056;2186;2446;2620;1933;1834;2087;2552;2326;3465;3496;3159;3183;3300;3369;3556;3428;2691;3495;3081;2947;3057;3111;2902;2712;2844;3234;3500;3342;3232;3205;3355;3631;3546;3628;3463;69.22;9.25
1.37;103.80; Singapore;SG;0;0;0;0;0;0;0;0;0;2;1;2;2;1;1;1;1;2;2;6;14;50;104;448;593;600;612;577;619;500;613;582;559;564;636;705;618;550;588;631;629;929;927;836;863;1027;1225;1230;1037;868;1060;927;864;1059;1062;872;843;843;857;1026;1084;990;981;986;1099;1128;1187;1252;-8.81;106.25
-15.95;-5.70; Saint Helena;SH;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-14.97;-11.06
46.12;14.82; Slovenia;SI;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;115;149;137;156;170;204;205;193;232;205;178;186;862;1003;579;323;232;302;266;445;402;416;439;622;1772;1257;788;633;811;806;723;721;705;688;663;678;754;847;834;801;816;803;870;830;857;849;46.68;8.21
48.67;19.50; Slovakia;SK;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;1;2;2;38;84;218;208;263;275;293;296;261;327;261;242;251;256;276;207;210;257;318;333;476;501;484;488;542;708;738;536;462;665;635;667;678;590;582;565;576;617;714;687;672;667;732;831;794;823;838;53.73;16.87
8.50;-11.50; Sierra Leone;SL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;1;1;1;2;2;3;4;0;4;4;4;1;0;0;0;1;2;5;5;2;3;3;2;1;0;2;1;11.17;-18.07
43.93;12.42; San Marino;SM;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;11;8;7;7;6;7;6;8;7;8;6;9;11;7;6;8;12;12;18;18;13;21;17;146;73;38;22;29;33;31;30;30;27;31;35;42;47;43;47;46;47;56;53;59;63;42.15;5.05
14.00;-14.00; Senegal;SN;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;86;237;164;135;200;200;180;115;81;80;88;79;151;141;133;178;331;573;518;299;192;192;165;189;211;245;267;205;208;246;292;298;249;244;243;258;215;213;208;17.41;-17.37
10.00;49.00; Somalia;SO;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;7;4;6;8;12;15;12;26;23;23;19;6;9;6;8;4;1;2;3;4;9;4;5;5;24;31;43;10;14;20;11;9;8;11;4;5;7;4;3;8;10;6;5;7.46;30.19
4.00;-56.00; Suriname;SR;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;138;12;6;6;5;3;4;6;2;6;6;9;8;9;9;6;8;10;11;15;8;14;20;17;12;13;12;11;16;14;21;27;26;20;24;30;23;23;20;22;27;26;38;40;30;29;-2.17;-61.02
8.00;30.00; South Sudan;SS;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8.81;13.98
1.00;7.00; Sao Tome and Principe;ST;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;2;1;0;0;0;0;1;1;1;1;0;2;1;3;4;2;2;3;1;0;0;-1.22;2.18
13.83;-88.92; El Salvador;SV;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;0;0;0;50;61;51;43;50;46;50;54;41;37;36;39;46;34;30;28;40;40;64;72;73;81;86;125;136;100;92;99;78;80;88;90;84;81;93;101;123;104;104;111;120;138;141;150;159;15.30;-86.53
35.00;38.00; Syrian Arab Republic;SY;0;0;4;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1;2;3;65;151;115;115;118;213;300;292;390;383;328;381;515;838;579;573;719;753;740;1512;1969;2525;5404;7044;7094;8769;10272;11856;15779;15814;15471;17934;15837;17913;17928;15060;16381;19598;16157;8104;10822;5120;3011;2850;2239;2063;38.98;27.97
-26.50;31.50; Swaziland;SZ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;4;2;2;3;2;1;2;6;8;6;8;6;4;7;8;6;5;2;1;1;1;1;1;1;1;0;1;2;3;4;3;2;2;4;5;3;-24.73;20.13
21.75;-71.58; Turks and Caicos Islands;TC;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2;5;0;3;6;4;3;2;1;1;1;0;1;3;1;1;4;4;1;2;2;2;2;1;1;1;2;0;0;1;2;3;3;0;1;4;4;6;5;2;2;1;2;23.61;-73.21
15.00;19.00; Chad;TD;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;2;2;1;1;2;11;10;9;7;9;8;7;6;8;2;3;4;1;5;5;3;4;4;8;1;3;1;2;0;0;0;0;1;2;1;2;4;3;2;2;3;3;4;3;16.10;8.46
8.00;1.17; Togo;TG;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;1;3;4;13;10;4;6;12;15;31;30;28;26;27;49;35;29;22;30;31;34;37;34;37;39;47;50;63;54;47;53;53;65;61;67;65;9.86;-7.98
15.00;100.00; Thailand;TH;0;0;0;0;0;4;0;0;0;1;0;1;1;1;1;1;1;0;1;4;4;137;132;335;394;461;460;533;572;566;897;684;624;615;692;823;634;622;669;795;760;1076;1106;1143;1233;1336;1633;1421;1306;1087;1359;1317;1213;1171;1169;1313;1531;1600;2007;2257;2190;2043;2050;2055;2269;2030;2028;1919;4.28;96.81
39.00;71.00; Tajikistan;TJ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;5;7;4;2;5;5;5;5;6;7;10;13;9;4;5;11;14;24;27;15;21;20;19;22;30;17;25;22;26;18;23;18;24;31;33;31;37;61;40;27;32;40;46;51;63.62;80.49
-8.83;125.92; Timor-Leste;TL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;3;1;3;2;3;0;0;1;1;0;0;2;3;1;1;1;2;5;3;0;2;0;2;3;1;1;2;3;3;1;1;1;0;1;0;0;1;8;18;19;26;17;20;21;-20.78;134.18
40.00;60.00; Turkmenistan;TM;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;11;9;8;14;11;13;9;10;11;14;17;21;18;29;31;51;49;90;74;68;65;77;69;70;80;87;122;134;148;166;165;177;167;174;174;188;278;254;240;226;265;302;317;278;55.30;55.18
34.00;9.00; Tunisia;TN;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;126;442;337;361;593;719;719;477;477;899;689;636;1022;963;769;727;1019;1554;1194;767;663;729;643;644;732;747;631;533;465;555;580;576;565;547;564;611;599;579;576;27.06;-2.14
-20.00;-175.00; Tonga;TO;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;1;2;0;0;1;0;3;0;0;0;0;0;1;1;2;2;7;8;5;2;2;1;2;1;0;0;0;1;1;3;1;1;1;1;2;6;9;5;4;5;4;-18.78;-172.17
39.00;35.00; Turkey;TR;0;0;0;0;0;0;0;0;0;1;1;1;1;2;1;0;1;5;2;2;1;37;114;1048;1293;1554;1444;1333;1344;1170;1377;1289;1212;1192;1246;1410;982;932;1033;1211;1178;1780;1900;1855;1874;2364;3608;3321;2533;2139;2557;2169;2078;2086;2106;1992;1918;1972;2249;2296;2344;2249;2158;2104;2272;2124;2248;2563;44.77;28.39
