LAT;LONG;ISO_NAME;ISO_2;Y_2000_09;Y_2001_11;Y_2004_01;Y_2004_05;Y_2005_09;Y_2005_11;Y_2008_05;Y_2008_06;Y_2008_07;Y_2008_08;Y_2008_09;Y_2008_10;Y_2008_11;Y_2008_12;Y_2009_01;Y_2009_02;Y_2009_03;Y_2009_04;Y_2009_05;Y_2009_06;Y_2009_07;Y_2009_08;Y_2009_09;Y_2009_10;Y_2009_11;Y_2009_12;Y_2010_01;Y_2010_02;Y_2010_03;Y_2010_04;Y_2010_05;Y_2010_06;Y_2010_07;Y_2010_08;Y_2010_09;Y_2010_10;Y_2010_11;Y_2010_12;Y_2011_01;Y_2011_02;Y_2011_03;Y_2011_04;Y_2011_05;Y_2011_06;Y_2011_07;Y_2011_08;Y_2011_09;Y_2011_10;Y_2011_11;Y_2011_12;Y_2012_01;Y_2012_02;Y_2012_03;Y_2012_04;Y_2012_05;Y_2012_06;Y_2012_07;Y_2012_08;Y_2012_09;Y_2012_10;Y_2012_11;Y_2012_12;Y_2013_01;Y_2013_02;Y_2013_03;Y_2013_04;Y_2013_05;Y_2013_06;LAT2010;LONG2010
19.00;-70.67; Dominican Republic;DO;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;154;150;108;90;108;81;80;93;83;94;106;109;113;94;100;85;85;100;124;114;183;179;173;245;341;474;390;300;229;309;313;294;272;293;304;292;291;313;347;344;304;257;280;304;325;383;455;20.07;-70.93
28.00;3.00; Algeria;DZ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;7;7;7;10;6;21;252;191;196;330;412;493;214;247;378;354;462;865;691;799;825;1179;2233;1799;1044;881;950;959;986;1164;1202;1063;894;869;985;1133;1074;1050;1024;965;1063;946;1043;1085;23.62;-5.20
-2.00;-77.50; Ecuador;EC;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;87;66;44;49;59;42;50;49;76;76;74;68;75;94;75;86;85;106;108;193;198;197;231;317;475;429;265;230;310;241;219;223;248;267;283;305;321;377;383;357;349;328;359;374;397;401;-2.97;-71.25
59.00;26.00; Estonia;EE;0;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;537;189;133;125;138;119;123;135;137;162;149;114;127;149;153;133;132;155;177;161;245;248;242;287;346;586;490;347;266;391;393;317;462;556;484;397;395;466;508;499;485;399;402;439;432;438;414;67.39;28.32
27.00;30.00; Egypt;EG;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;5;6;6;5;3;6;19;316;228;258;591;710;667;626;434;597;756;823;1083;1745;1533;1504;1527;1862;1661;1272;1230;1326;1254;1185;1199;1667;1415;1282;1342;1502;1550;1509;1638;1574;1603;1977;1949;1805;1798;24.26;15.12
15.00;39.00; Eritrea;ER;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;1;0;1;0;0;4;0;0;0;2;2;3;3;6;3;3;3;1;2;1;3;6;4;3;1;5;1;2;1;15.76;21.75
40.00;-4.00; Spain;ES;0;0;4;0;0;0;0;1;1;1;0;3;1;1;1;1;1;1;1;1;3;199;477;1868;1977;2313;2241;2287;2529;2373;2754;2345;2026;1969;2443;2805;2193;2080;2465;3360;3258;4684;4883;5733;8107;23356;110586;77414;32887;25755;31962;30762;28951;27410;29387;30286;29053;27722;35801;42455;42475;41498;39240;38973;41458;40414;40853;39703;36.98;-15.33
8.00;38.00; Ethiopia;ET;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;18;13;20;45;48;61;59;60;67;105;119;185;190;108;143;64;104;83;175;300;302;244;229;227;146;29;11;10;9;43;120;189;255;274;253;253;228;289;7.79;21.49
64.00;26.00; Finland;FI;0;0;0;0;0;0;0;2;1;1;0;0;1;0;2;4;0;2;1;1;1;61;250;641;716;817;736;754;894;984;1122;884;822;836;967;1029;794;716;785;982;989;1549;1670;1488;1482;1583;1847;2440;2001;1574;2131;1880;1862;1791;1798;1589;1546;1683;1965;2204;2078;2001;1966;1947;2143;2067;2082;1993;69.67;24.41
-18.00;175.00; Fiji;FJ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;1;0;1;0;1;0;0;10;10;14;13;12;15;12;10;10;11;13;14;13;8;8;8;16;13;10;19;23;24;19;25;54;63;33;26;21;33;37;52;57;55;78;53;70;71;32;24;32;26;24;36;29;-20.99;177.45
-51.75;-59.00; Falkland Islands (Malvinas);FK;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;4;2;3;3;4;3;2;2;2;3;2;3;2;1;2;2;2;4;3;5;4;4;2;2;2;2;3;6;4;7;9;5;2;2;2;4;1;1;1;1;2;2;2;2;-47.54;-60.50
6.92;158.25; Micronesia;FM;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;2;1;1;0;0;1;0;0;0;1;0;2;3;4;5;4;3;2;4;2;2;1;4.14;162.38
62.00;-7.00; Faroe Islands;FO;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;212;9;4;4;5;7;7;8;6;5;6;4;3;4;2;4;3;4;3;13;11;11;14;14;18;11;4;6;15;12;14;12;8;11;8;30;28;18;11;11;13;13;11;11;13;15;67.32;-24.39
46.00;2.00; France;FR;0;0;4;4;0;0;0;4;3;3;7;2;5;5;5;7;6;10;12;20;36;656;3032;10355;10454;12252;11869;11478;13101;11380;13512;11246;10032;9848;12067;15880;12140;11295;12628;14962;13931;21026;21349;19383;19865;27847;66342;52698;31893;25005;32592;29771;29980;29586;30730;30873;29534;29523;35811;41654;40727;40405;38093;37348;40702;38481;39703;38388;47.30;-9.34
-1.00;11.75; Gabon;GA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;2;4;3;3;2;2;2;1;2;4;4;4;3;3;6;5;6;3;6;5;13;44;175;92;32;27;42;40;36;36;36;42;39;50;34;35;32;34;36;41;57;49;51;54;-2.69;6.29
54.00;-2.00; United Kingdom;GB;0;0;0;0;0;0;0;1;0;4;4;4;9;9;9;11;9;8;10;16;21;446;1243;4002;4094;4843;4853;4737;5530;5396;6566;5609;5304;5249;5683;6962;5007;4825;5513;6769;6418;9539;10224;10177;9997;10755;12591;12947;10243;8646;11514;10830;10310;10462;11197;11168;11138;11417;12896;14720;14371;14234;14169;14204;16372;16043;16745;16588;61.58;-15.90
12.12;-61.67; Grenada;GD;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;5;5;7;8;8;9;9;5;5;7;12;13;10;8;8;14;14;30;15;20;23;25;29;28;26;13;17;25;24;26;20;20;17;16;22;27;21;16;13;19;23;20;20;22;9.05;-62.97
42.00;43.50; Georgia;GE;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;181;87;73;62;45;47;49;38;57;62;47;32;45;60;55;52;52;74;59;103;108;113;112;107;134;167;215;109;176;95;101;109;102;102;95;92;99;111;99;100;87;93;878;1099;708;575;53.20;42.00
4.00;-53.00; French Guiana;GF;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;5;13;3;1;2;10;9;10;7;20;14;17;17;18;15;15;17;28;27;26;24;24;-1.91;-60.39
49.47;-2.58; Guernsey;GG;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;4;2;3;4;8;13;8;4;5;7;2;7;7;5;8;9;11;23;10;10;12;11;7;5;8;6;10;31;29;16;17;26;24;21;19;25;23;25;48.66;-18.83
8.00;-2.00; Ghana;GH;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;42;140;104;140;186;165;129;77;63;93;112;119;218;581;497;203;295;241;283;2472;431;226;211;238;283;288;272;251;256;252;267;205;188;193;188;207;188;191;192;10.40;-11.18
36.13;-5.35; Gibraltar;GI;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;6;7;7;5;7;8;9;11;15;17;19;22;13;14;14;13;16;20;19;19;10;24;28;28;20;9;9;24;27;27;27;36;46;67;20;29;43;37;25;33;31;38;39;42;31.46;-14.20
72.00;-40.00; Greenland;GL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;4;2;2;2;3;2;2;2;3;3;2;9;7;3;4;4;4;7;7;5;4;6;8;12;6;5;7;8;6;4;3;3;4;4;2;2;3;4;4;8;10;9;10;10;72.18;-55.58
13.47;-16.57; Gambia;GM;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;3;6;4;7;4;3;4;5;6;9;4;4;3;11;13;14;9;8;8;13;12;12;14;11;11;12;9;10;10;13;9;8;12;13;18;17;15.61;-21.32
11.00;-10.00; Guinea;GN;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;3;3;2;2;2;1;2;3;3;2;1;2;1;1;1;1;1;1;3;1;1;0;1;1;0;2;5;2;0;0;0;0;0;1;1;0;0;1;0;2;2;2;3;3;15.39;-15.95
16.25;-61.58; Guadeloupe;GP;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;7;6;2;4;2;1;2;3;3;1;1;2;3;1;2;1;0;5;4;5;11;12;93;101;71;73;55;71;58;53;62;105;54;48;40;38;39;45;53;72;71;61;69;64;14.96;-63.01
2.00;10.00; Equatorial Guinea;GQ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;4;2;0;0;0;0;3;2;2;4;2;1;0;1;1;1;0;1;1;2;1;3;20;12;3;2;3;1;2;0;4;4;3;4;9;9;5;4;7;8;8;2;4;19;-0.86;5.47
39.00;22.00; Greece;GR;0;0;0;0;0;0;0;1;1;1;0;1;1;1;2;0;2;0;1;0;1;154;149;329;328;428;445;451;559;520;596;537;487;487;598;659;513;500;601;639;590;813;882;816;898;914;1614;1280;993;860;1097;1028;1052;976;1094;1038;920;817;1048;1137;1107;1122;1097;1108;1213;1210;1157;1228;36.99;11.62
15.50;-90.25; Guatemala;GT;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;132;100;93;78;78;84;97;75;91;88;83;78;86;95;75;66;69;94;91;133;144;161;276;297;393;343;303;180;177;154;149;142;155;146;150;164;183;185;165;170;173;166;165;163;172;181;17.82;-89.08
13.47;144.78; Guam;GU;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;56;9;8;9;7;7;9;6;14;16;16;17;19;19;16;13;10;19;19;38;39;39;37;28;33;35;29;22;21;23;19;18;19;14;8;13;15;14;19;22;22;15;28;29;30;29;10.72;151.56
12.00;-15.00; Guinea-Bissau;GW;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;3;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14.22;-20.00
5.00;-59.00; Guyana;GY;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;13;8;9;7;8;9;9;8;10;9;5;4;8;5;9;8;12;8;10;14;14;16;13;13;16;10;15;27;34;19;19;14;16;14;11;14;17;21;20;19;17;25;24;27;28;-1.40;-61.53
22.25;114.17; Hong Kong;HK;0;0;0;0;0;0;0;1;0;1;1;1;1;1;1;1;1;1;1;2;2;44;120;484;525;590;553;547;593;560;653;601;543;546;547;566;680;710;749;805;847;1269;1301;955;860;1035;1464;1341;1033;935;1021;834;792;809;801;793;855;817;929;1009;949;890;868;844;913;793;872;811;14.08;122.37
15.00;-86.50; Honduras;HN;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27;25;35;25;22;21;20;22;20;21;25;32;40;28;29;27;39;35;63;57;68;112;86;135;104;67;68;79;86;72;61;58;54;54;58;65;81;64;66;67;69;81;89;93;96;16.41;-84.64
45.17;15.50; Croatia;HR;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;1;0;0;0;537;154;177;151;174;179;178;201;267;278;232;238;225;798;934;526;288;271;318;288;451;423;377;424;460;653;612;510;380;478;418;423;427;395;359;338;352;432;454;445;430;446;449;480;461;463;465;45.10;8.52
19.00;-72.42; Haiti;HT;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;8;3;4;5;2;4;6;14;34;52;23;23;27;11;13;12;5;7;17;25;26;78;107;43;28;22;17;16;16;18;20;24;25;24;26;23;22;19;18;18;16;17;26;21;25;20.21;-73.45
47.00;20.00; Hungary;HU;0;0;0;0;0;0;0;2;1;1;0;1;1;1;0;2;0;0;0;2;3;54;153;427;462;500;495;438;512;471;581;499;446;464;587;682;515;479;533;651;640;958;971;881;897;968;1228;1199;1031;892;1167;1070;1073;1123;1066;926;884;1005;1211;1138;1267;1053;1102;1221;1420;1439;1485;1453;50.58;15.85
-5.00;120.00; Indonesia;ID;0;0;0;0;0;0;0;1;2;3;3;3;1;1;3;2;1;3;1;3;3;44;109;760;827;918;758;739;817;766;999;941;929;981;929;1168;849;824;927;1021;981;1488;1616;1493;1542;1533;1526;1769;1510;1243;1508;1403;1319;1435;1370;1269;1297;1549;2030;1817;1514;1426;1446;1445;1590;1675;1732;1754;-17.04;128.03
53.00;-8.00; Ireland;IE;0;0;0;0;0;0;0;0;0;2;2;1;2;0;1;0;0;1;2;1;1;41;120;362;383;418;421;410;480;449;589;487;534;544;667;818;570;556;628;711;674;1251;1806;1648;1690;1398;1420;1463;1287;1239;1391;1301;1162;1136;1092;999;1026;1007;1090;1244;1202;1155;1224;1214;1372;1359;1451;1373;56.65;-26.65
31.50;34.75; Israel;IL;0;0;4;0;0;0;0;0;0;2;1;1;1;0;0;0;1;0;0;1;1;48;154;587;701;757;725;809;735;738;1032;939;953;1047;1295;1255;833;867;952;1122;1060;1798;2442;2437;3502;6727;24042;16449;7726;6946;7534;6313;5896;6669;6947;6984;7104;7081;7639;8554;8361;8046;7211;7220;7597;7887;7814;7668;30.90;22.28
54.25;-4.50; Isle of Man;IM;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;4;3;5;10;12;19;12;11;10;14;11;13;18;20;21;19;22;24;26;22;29;26;25;27;28;27;27;25;23;23;20;25;24;21;31;38;38;43;61.03;-23.02
20.00;77.00; India;IN;0;0;0;0;0;0;0;0;0;3;2;3;2;3;3;8;3;5;2;2;7;46;128;1609;2333;2250;2143;2505;2450;2199;2110;1554;1865;2686;3523;3546;3020;2795;3579;5225;5608;13595;9766;5199;6645;8924;10235;8629;7217;4864;5856;5849;6052;6202;5129;3952;4296;5980;7543;7225;7124;5968;6611;8298;9441;10106;8063;5941;24.95;64.09
-6.00;71.50; British Indian Ocean Territory;IO;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;0;1;0;0;0;0;0;0;3;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;3;1;3;0;0;0;-14.84;62.93
33.00;44.00; Iraq;IQ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2;0;0;100;44;24;22;27;31;55;74;75;82;92;104;98;102;83;68;97;94;118;191;195;186;189;201;202;161;147;164;171;170;196;226;194;147;167;190;252;267;241;247;259;261;315;303;285;294;37.10;31.46
32.00;53.00; Iran;IR;0;0;4;0;0;0;0;0;2;2;2;3;2;2;5;4;1;3;4;28;75;313;422;2307;2479;2795;3091;3437;2987;2864;3818;3681;4462;5366;6766;7331;5979;7249;2920;6853;8358;18165;20807;20833;26095;31214;36379;47513;45041;50768;62859;44154;40878;46560;46237;45758;47592;47831;48211;39699;36364;40527;41207;26231;10161;6581;6213;6304;39.54;37.37
65.00;-18.00; Iceland;IS;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;206;34;31;44;45;46;48;46;44;33;35;40;51;56;45;42;48;59;62;101;96;90;98;104;129;161;151;106;146;137;139;135;162;134;141;148;165;163;144;169;164;186;199;206;255;303;68.99;-39.61
42.83;12.83; Italy;IT;4;0;12;0;0;0;0;3;3;2;7;8;8;7;4;6;3;4;5;6;13;428;1306;5770;6140;6988;6859;7236;8669;8004;9212;7674;6916;6128;8005;9248;6815;6180;6957;8348;7495;11699;12440;14230;20512;49033;191733;119030;46260;35828;44569;43956;42631;41521;43419;43785;41303;38830;52715;61909;60220;58120;56427;56104;60606;57276;58382;56853;40.76;5.18
49.25;-2.17; Jersey;JE;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;3;5;6;12;9;11;11;6;6;6;10;11;13;27;17;16;13;18;21;25;19;22;22;23;33;34;37;33;34;28;32;25;28;34;31;30;35;34;38;48.26;-18.04
18.25;-77.50; Jamaica;JM;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;82;27;24;39;34;36;43;41;51;45;47;54;45;65;50;41;41;42;39;70;72;83;79;83;142;104;87;72;86;78;128;78;85;73;79;85;75;72;62;71;71;69;79;77;81;87;19.09;-78.10
31.00;36.00; Jordan;JO;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;154;159;102;121;141;172;171;170;187;229;208;303;321;294;271;258;375;272;271;436;459;436;408;417;447;476;389;315;386;347;333;340;327;303;363;385;478;571;638;609;583;553;548;499;463;455;29.90;23.64
36.00;138.00; Japan;JP;0;0;0;0;0;0;0;1;1;1;4;1;1;2;0;1;2;1;2;2;3;407;436;2300;2602;3558;4154;4409;5455;4715;4807;4001;3513;3316;3693;4166;3350;4015;4218;4769;4472;7940;7890;6920;7094;6784;7397;7789;7261;5479;7154;6289;6014;5662;5366;5082;4924;4722;5189;5949;6851;7548;7255;7262;8145;7544;7779;7598;43.62;163.39
1.00;38.00; Kenya;KE;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;12;6;9;8;6;10;9;41;36;41;42;47;56;43;49;67;61;81;109;101;95;113;121;164;211;150;103;148;146;144;135;143;147;171;174;186;203;190;171;187;183;183;196;206;219;-0.96;24.26
41.00;75.00; Kyrgyzstan;KG;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;8;7;9;10;12;12;16;10;12;14;14;17;26;14;15;17;30;25;53;41;41;42;43;36;38;55;45;47;54;37;35;35;31;30;32;47;51;48;55;73;61;74;76;84;79;66.34;92.11
13.00;105.00; Cambodia;KH;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;0;13;9;10;7;7;9;9;16;23;19;17;21;31;23;22;22;30;26;41;44;44;44;65;94;94;49;53;66;71;63;57;53;54;58;65;72;82;62;78;78;70;91;85;86;90;2.63;104.92
1.42;173.00; Kiribati;KI;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;6;5;4;3;1;0;1;0;0;0;1;0;0;0;0;3;1;3;0;1;0;0;0;0;0;0;0;1;1;1;0;1;0;0;0;0;0;0;-0.74;175.66
-12.17;44.25; Comoros;KM;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;1;0;0;0;2;4;5;6;34;30;9;1;1;2;1;3;2;2;2;1;1;1;5;3;4;3;3;4;3;4;-15.45;31.91
17.33;-62.75; Saint Kitts and Nevis;KN;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;9;8;10;6;6;6;4;4;3;2;2;5;4;5;7;8;5;3;8;9;11;9;9;11;9;6;8;13;6;9;7;4;5;5;3;5;5;3;4;3;5;4;7;5;16.49;-63.96
40.00;127.00; North Korea;KP;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;12;19;22;33;40;43;37;35;35;38;36;43;42;53;52;46;43;37;30;32;30;25;27;45;39;35;41;39;42;45;60.05;171.09
37.00;127.50; South Korea;KR;0;0;0;0;0;0;0;0;0;0;2;1;1;2;1;1;3;1;0;6;3;956;2122;13600;15405;16590;15015;14483;16193;15712;19779;17653;18227;17921;16913;19263;16919;14155;14849;16579;16968;24510;21763;19677;18867;17395;16179;15481;17118;11198;12261;11622;8680;8612;7080;6531;6285;6010;6825;7295;8139;7814;8028;7281;7547;7204;7046;6887;53.13;162.22
29.37;47.97; Kuwait;KW;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;3;2;2;2;5;4;110;130;223;215;237;231;229;229;186;263;262;265;284;284;326;284;285;273;330;308;456;490;435;479;548;708;684;577;470;585;536;605;634;673;645;613;670;773;808;778;752;642;583;632;587;577;582;31.77;30.84
19.50;-80.50; Cayman Islands;KY;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;9;10;11;11;12;12;13;10;12;12;22;35;24;19;16;22;20;33;32;31;34;23;23;24;23;19;26;23;19;19;19;15;18;18;18;19;17;17;13;14;26;21;25;22;20.99;-81.24
48.00;68.00; Kazakhstan;KZ;0;0;0;0;0;0;0;0;0;2;0;0;1;0;2;1;1;1;0;1;1;46;214;269;265;275;233;261;315;313;404;352;360;393;401;483;376;356;370;452;389;620;588;544;534;623;738;830;774;670;814;651;299;254;239;226;221;198;244;298;315;372;371;358;414;388;358;377;65.47;78.11
18.00;105.00; Lao People's Democratic Republic;LA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;11;7;7;7;5;5;5;4;10;8;11;9;13;23;17;10;18;20;31;36;34;31;29;28;20;19;16;20;19;17;25;22;22;26;31;38;37;36;46;41;41;52;50;51;57;8.13;104.26
33.83;35.83; Lebanon;LB;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;2;0;0;213;66;72;85;93;85;118;127;168;152;96;119;120;164;133;106;124;112;148;227;250;230;230;240;371;414;354;364;351;327;336;399;315;355;480;591;683;721;727;781;720;712;745;733;737;712;35.78;23.94
13.88;-60.97; Saint Lucia;LC;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;3;2;3;2;4;3;1;2;2;2;2;1;1;1;2;7;8;9;7;4;11;5;4;9;15;12;10;8;9;5;4;9;13;9;7;6;7;11;13;15;18;16;12;13;11.68;-62.48
47.27;9.53; Liechtenstein;LI;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;8;10;9;10;9;7;10;9;9;11;13;15;9;9;11;19;16;25;26;22;26;29;22;26;27;25;30;30;28;28;22;23;25;26;25;27;27;33;35;30;41;41;40;43;47.91;2.05
7.00;81.00; Sri Lanka;LK;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;3;177;41;44;49;45;40;53;48;62;57;70;83;71;97;66;59;69;76;67;107;124;124;131;141;157;179;174;127;149;125;131;125;114;99;94;93;103;121;100;108;118;114;133;125;126;127;-5.87;77.78
6.50;-9.50; Liberia;LR;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3;0;0;0;2;0;1;1;4;2;2;0;1;1;0;0;1;2;3;3;3;2;1;3;2;1;32;6;3;1;3;3;4;1;1;0;3;4;2;2;5;9;9;11;8.33;-17.11
-29.50;28.50; Lesotho;LS;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3;2;0;5;3;4;2;2;2;2;1;5;7;2;6;4;6;7;7;6;8;10;14;19;13;11;14;12;12;13;12;14;15;11;11;11;8;7;-27.25;18.43
56.00;24.00; Lithuania;LT;0;0;0;0;0;0;0;0;0;0;2;0;0;0;2;0;0;0;0;1;1;155;113;223;231;261;261;241;273;235;277;224;180;177;194;212;186;177;223;254;266;375;401;358;358;491;998;827;675;538;676;630;572;574;593;596;564;541;611;689;695;605;581;572;743;710;637;643;65.50;26.07
49.75;6.17; Luxembourg;LU;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;537;272;139;138;171;165;158;166;162;170;158;131;122;144;166;142;139;140;164;144;214;227;257;266;346;642;580;378;341;409;330;382;412;384;404;372;343;385;430;418;429;427;424;509;509;525;527;52.25;-3.88
57.00;25.00; Latvia;LV;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;135;61;130;128;151;161;164;194;157;186;191;175;183;204;224;142;146;165;207;194;300;288;259;288;338;481;447;362;310;368;337;308;296;290;279;288;297;338;373;350;346;333;353;397;389;416;438;66.24;27.59
25.00;17.00; Libyan Arab Jamahiriya;LY;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;2;0;1;0;7;26;20;32;49;54;63;37;39;54;103;36;7;4;4;22;48;72;91;87;78;98;126;89;97;104;93;86;91;97;122;120;117;114;138;148;154;152;149;21.90;3.88
32.00;-5.00; Morocco;MA;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;2;100;318;248;240;300;324;364;248;294;351;329;445;709;764;873;1078;1299;2649;2150;1150;986;1112;1148;1052;1198;1559;1311;1021;963;1034;999;955;933;934;878;977;900;942;874;26.54;-11.33
43.73;7.42; Monaco;MC;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;241;17;6;7;8;8;9;9;9;10;11;14;16;16;9;7;11;13;13;20;23;23;30;24;34;33;29;26;39;38;30;31;31;28;29;29;33;43;39;40;41;42;52;47;47;45;38.95;-3.29
47.00;29.00; Moldova;MD;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;537;78;51;51;59;47;78;99;91;81;78;76;83;90;76;72;69;87;106;104;177;204;344;1188;1855;2139;2630;1691;1586;2546;1824;1766;2016;3038;2062;1901;2159;2077;2493;2488;7303;3058;2767;4596;4250;4499;4592;53.70;27.20
42.50;19.30; Montenegro;ME;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;141;17;20;21;19;14;16;14;10;10;10;15;19;20;14;13;13;17;16;28;32;29;30;36;26;31;29;26;32;38;37;41;39;38;40;39;38;41;34;39;38;36;45;48;56;56;41.99;10.98
18.08;-63.06; Saint Martin (French part);MF;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;8;9;8;7;6;6;7;7;6;2;2;3;3;2;0;1;2;3;1;1;5;5;4;13;26;7;7;5;3;2;3;6;6;3;1;0;0;0;0;2;2;1;1;2;17.58;-64.37
